#"Progress (%)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)"
0.1%,408.52190984283766,1281.0705021211318,1689.5924119639694,314.12307087844255
0.1%,425.2861375407856,1324.4924882276073,1749.7786257683929,324.77029723860227
0.1%,358.31347841466925,1244.8968536631835,1603.2103320778529,305.25316284475224
0.1%,460.2557991092972,1236.6189246385577,1696.874723747855,303.2233850289148
0.1%,545.1149058273154,1203.251296100909,1748.3662019282244,295.0415231198141
0.1%,518.0960094885606,1264.2890710911997,1782.3850805797604,310.0082039447891
0.1%,424.74732315615006,1321.3573674360691,1746.1046905922192,324.00155440283936
0.1%,437.6408254968735,1287.2187451240745,1724.859570620948,315.6306420616003
0.1%,421.3268610381783,1224.5318090503865,1645.8586700885648,300.2595810381645
0.1%,458.2786182741521,1194.324410646701,1652.603028920853,292.8526188654323
0.1%,517.7808936385645,1138.1837945179286,1655.9646881564931,279.0867389156727
0.1%,398.9786721636334,1214.3575018756537,1613.336174039287,297.7648045145494
0.1%,450.1895508730903,1181.3206264039584,1631.5101772770486,289.6640444406777
0.1%,452.10276126482427,1253.0848950671184,1705.1876563319427,307.26089989437224
0.1%,470.8904448520817,1180.5117170531034,1651.402161905185,289.46569697351475
0.1%,447.3892397056824,1262.7417056852926,1710.130945390975,309.62878441068085
0.1%,434.14492318161183,1301.5751804608185,1735.7201036424303,319.15089137448274
0.1%,364.24417357807033,1146.9997067869567,1511.243880365027,281.24843214797863
0.1%,391.5864341027174,1252.495207999739,1644.0816421024565,307.1163065155099
0.1%,296.0872386262939,1217.7346895085286,1513.8219281348224,298.5929030059399
0.1%,346.1376028434113,1214.7244717291276,1560.8620745725389,297.8547868356645
0.1%,379.22438892869627,1294.2392941840271,1673.4636831127234,317.35210581110795
0.1%,258.2070231240301,1313.269368832828,1571.4763919568582,322.01834820590955
0.1%,303.9397771833051,1239.7096899324708,1543.649467115776,303.98125173795296
0.1%,284.96430140084215,1287.1939887014453,1572.1582901022875,315.62457169819146
0.1%,318.9639699032658,1234.9188104596756,1553.8827803629415,302.8065109491274
0.1%,411.0328189891761,1170.5820669950235,1581.6148859841996,287.03091125030295
0.1%,376.5162346457659,1267.5937732908644,1644.1100079366304,310.8185287485986
0.1%,420.8597948852703,1275.854115668418,1696.7139105536883,312.8439942556477
0.1%,363.90058043231625,1166.4956415157646,1530.396221948081,286.0289051012773
0.1%,253.19110990289437,1180.7265375189018,1433.9176474217961,289.5183717203709
0.1%,336.0600118697521,1226.0993716462463,1562.1593835159983,300.64395299551603
0.1%,337.815783117132,1250.964802113544,1588.780585230676,306.7410455163174
0.1%,332.1138940303258,1251.5105897713631,1583.624483801689,306.8748746028804
0.1%,237.77545389106513,1153.6129925957339,1391.388446486799,282.87003349108215
0.1%,274.74314970949985,1166.549037979518,1441.292187689018,286.0419981052459
0.1%,209.9194307741962,1210.5961939077563,1420.5156246819524,296.8425183426024
0.1%,311.0695106600102,1202.8444365269777,1513.913947186988,294.94175969651457
0.1%,254.74996361964304,1198.79552845432,1453.545492073963,293.9489529498274
0.1%,310.36219430079984,1233.9950836981693,1544.357277998969,302.58000984204824
0.1%,358.12562298328345,1235.6229368262486,1593.748559809532,302.97916525362365
0.1%,289.242437732279,1194.718984703973,1483.9614224362522,292.9493698360885
0.1%,289.6061823007459,1210.5610033094047,1500.1671856101507,296.8338894819722
